Store,Date,Weekly_Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment
33,2010-07-02,267495.76,81.25,2.669,0.0,0.0,0.0,0.0,0.0,211.7801861,6.496
34,2010-07-02,919229.36,81.25,2.669,0.0,0.0,0.0,0.0,0.0,211.7801861,6.496
35,2010-07-02,1245827.08,81.25,2.669,0.0,0.0,0.0,0.0,0.0,211.7801861,6.496
36,2010-07-02,434252.1499999999,81.25,2.669,0.0,0.0,0.0,0.0,0.0,211.7801861,6.496
37,2010-07-02,498292.53,81.25,2.669,0.0,0.0,0.0,0.0,0.0,211.7801861,6.496
38,2010-07-02,361181.48,81.25,2.669,0.0,0.0,0.0,0.0,0.0,211.7801861,6.496
39,2010-07-02,1352547.6999999995,81.25,2.669,0.0,0.0,0.0,0.0,0.0,211.7801861,6.496
40,2010-07-02,1087578.78,81.25,2.669,0.0,0.0,0.0,0.0,0.0,211.7801861,6.496
41,2010-07-02,1273279.79,81.25,2.669,0.0,0.0,0.0,0.0,0.0,211.7801861,6.496
42,2010-07-02,507168.79999999993,81.25,2.669,0.0,0.0,0.0,0.0,0.0,211.7801861,6.496
43,2010-07-02,667353.79,81.25,2.669,0.0,0.0,0.0,0.0,0.0,211.7801861,6.496
44,2010-07-02,300628.19,81.25,2.669,0.0,0.0,0.0,0.0,0.0,211.7801861,6.496
45,2010-07-02,800147.8400000002,81.25,2.669,0.0,0.0,0.0,0.0,0.0,211.7801861,6.496
1,2010-07-09,1546074.18,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
2,2010-07-09,1880902.62,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
3,2010-07-09,349214.1800000001,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
4,2010-07-09,1812208.22,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
5,2010-07-09,291808.87000000005,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
6,2010-07-09,1690317.9900000002,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
7,2010-07-09,593462.3400000001,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
8,2010-07-09,845289.77,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
9,2010-07-09,485389.15,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
10,2010-07-09,1769793.37,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
11,2010-07-09,1280156.47,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
12,2010-07-09,943506.28,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
13,2010-07-09,1870843.9,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
14,2010-07-09,2236209.13,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
15,2010-07-09,691497.6200000001,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
16,2010-07-09,614253.33,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
17,2010-07-09,836915.9199999998,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
18,2010-07-09,1171391.4100000004,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
19,2010-07-09,1577541.2400000002,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
20,2010-07-09,2107285.85,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
21,2010-07-09,714677.4700000002,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
22,2010-07-09,1092654.26,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
23,2010-07-09,1417535.7799999998,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
24,2010-07-09,1665502.55,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
25,2010-07-09,719591.1299999999,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
26,2010-07-09,1122356.53,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
27,2010-07-09,2119163.01,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
28,2010-07-09,1340293.87,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
29,2010-07-09,563449.43,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
30,2010-07-09,436293.4,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
31,2010-07-09,1315118.4,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
32,2010-07-09,1077253.6700000002,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
33,2010-07-09,302423.93,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
34,2010-07-09,911210.81,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
35,2010-07-09,1268766.76,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
36,2010-07-09,471713.59,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
37,2010-07-09,502456.04,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
38,2010-07-09,343850.34,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
39,2010-07-09,1330473.4699999995,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
40,2010-07-09,1058250.91,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
41,2010-07-09,1176079.59,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
42,2010-07-09,570069.48,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
43,2010-07-09,718748.33,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
44,2010-07-09,280472.78000000014,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
45,2010-07-09,787062.0,81.14,2.642,0.0,0.0,0.0,0.0,0.0,211.66429069999995,6.496
1,2010-07-16,1448938.92,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
2,2010-07-16,1845879.79,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
3,2010-07-16,352728.7799999999,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
4,2010-07-16,1898427.6600000004,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
5,2010-07-16,280701.7,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
6,2010-07-16,1560120.7999999996,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
7,2010-07-16,557166.3500000001,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
8,2010-07-16,848630.5700000002,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
9,2010-07-16,474030.51,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
10,2010-07-16,1828052.47,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
11,2010-07-16,1290609.54,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
12,2010-07-16,916402.76,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
13,2010-07-16,1932231.0500000003,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
14,2010-07-16,2130287.27,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
15,2010-07-16,633203.6900000001,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
16,2010-07-16,586583.69,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
17,2010-07-16,876591.41,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
18,2010-07-16,1115514.61,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
19,2010-07-16,1412157.0199999998,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
20,2010-07-16,2031852.16,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
21,2010-07-16,755098.41,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
22,2010-07-16,988392.99,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
23,2010-07-16,1413124.11,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
24,2010-07-16,1418697.0499999996,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
25,2010-07-16,726997.8400000002,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
26,2010-07-16,1028151.72,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
27,2010-07-16,1880691.64,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
28,2010-07-16,1225336.41,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
29,2010-07-16,512292.01,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
30,2010-07-16,438068.71,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
31,2010-07-16,1335433.72,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
32,2010-07-16,1120172.2400000002,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
33,2010-07-16,280937.84,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
34,2010-07-16,930269.79,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
35,2010-07-16,1124414.87,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
36,2010-07-16,466962.04,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
37,2010-07-16,485150.01000000007,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
38,2010-07-16,338277.71,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
39,2010-07-16,1339811.6800000002,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
40,2010-07-16,959229.09,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
41,2010-07-16,1179788.38,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
42,2010-07-16,558837.2700000001,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
43,2010-07-16,696844.36,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
44,2010-07-16,297099.94999999995,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
45,2010-07-16,723708.99,83.98,2.623,0.0,0.0,0.0,0.0,0.0,211.6561123,6.496
1,2010-07-23,1385065.2000000002,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
2,2010-07-23,1781717.7100000004,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
3,2010-07-23,352864.49,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
4,2010-07-23,1848426.7800000003,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
5,2010-07-23,274742.63,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
6,2010-07-23,1585240.92,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
7,2010-07-23,570231.2100000001,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
8,2010-07-23,785515.8800000001,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
9,2010-07-23,462676.5,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
10,2010-07-23,1831676.03,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
11,2010-07-23,1244390.03,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
12,2010-07-23,912403.67,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
13,2010-07-23,1907351.2,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
14,2010-07-23,2044155.39,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
15,2010-07-23,598553.43,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
16,2010-07-23,588344.18,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
17,2010-07-23,893504.87,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
18,2010-07-23,1032908.23,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
19,2010-07-23,1372043.7099999995,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
20,2010-07-23,1900535.9,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
21,2010-07-23,765823.48,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
22,2010-07-23,974123.1999999998,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
23,2010-07-23,1333634.45,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
24,2010-07-23,1333740.35,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
25,2010-07-23,665290.9299999999,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
26,2010-07-23,971615.62,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
27,2010-07-23,1808250.71,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
28,2010-07-23,1205884.9799999995,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
29,2010-07-23,506502.09,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
30,2010-07-23,440491.33,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
31,2010-07-23,1276031.84,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
32,2010-07-23,1109574.11,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
33,2010-07-23,252734.31,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
34,2010-07-23,902050.95,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
35,2010-07-23,1121756.4300000002,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
36,2010-07-23,452021.2,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
37,2010-07-23,491998.12,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
38,2010-07-23,328336.85,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
39,2010-07-23,1314651.83,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
40,2010-07-23,922341.82,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
41,2010-07-23,1192213.87,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
42,2010-07-23,491115.86,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
43,2010-07-23,649035.5499999999,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
44,2010-07-23,292680.16,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
45,2010-07-23,714601.1100000001,83.66,2.608,0.0,0.0,0.0,0.0,0.0,211.7915565,6.496
1,2010-07-30,1371986.6,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
2,2010-07-30,1804246.16,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
3,2010-07-30,347955.05,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
4,2010-07-30,1796637.61,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
5,2010-07-30,268929.03,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
6,2010-07-30,1532308.7800000003,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
7,2010-07-30,603547.16,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
8,2010-07-30,787295.09,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
9,2010-07-30,468675.19,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
10,2010-07-30,1832664.03,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
11,2010-07-30,1250178.89,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
12,2010-07-30,913548.25,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
13,2010-07-30,1817887.23,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
14,2010-07-30,2054843.28,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
15,2010-07-30,619224.0599999999,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
16,2010-07-30,562633.6699999999,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
17,2010-07-30,833517.1900000002,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
18,2010-07-30,1078557.62,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
19,2010-07-30,1366395.9599999995,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
20,2010-07-30,1955896.59,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
21,2010-07-30,715876.27,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
22,2010-07-30,970773.64,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
23,2010-07-30,1319773.5499999996,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
24,2010-07-30,1387517.63,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
25,2010-07-30,682124.34,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
26,2010-07-30,1005324.28,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
27,2010-07-30,1816489.5300000003,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
28,2010-07-30,1150204.7099999995,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
29,2010-07-30,509872.77,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
30,2010-07-30,437893.76,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
31,2010-07-30,1231993.14,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
32,2010-07-30,1065350.56,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
33,2010-07-30,242047.03000000003,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
34,2010-07-30,875976.83,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
35,2010-07-30,1139131.7799999998,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
36,2010-07-30,432451.91,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
37,2010-07-30,487912.95,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
38,2010-07-30,336378.3800000001,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
39,2010-07-30,1308222.2400000002,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
40,2010-07-30,953393.02,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
41,2010-07-30,1211136.63,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
42,2010-07-30,469598.57,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
43,2010-07-30,622112.23,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
44,2010-07-30,275020.96,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
45,2010-07-30,716859.27,82.46,2.64,0.0,0.0,0.0,0.0,0.0,211.9270006,6.496
1,2010-08-06,1605491.78,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
2,2010-08-06,1991909.98,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
3,2010-08-06,402635.76,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
4,2010-08-06,1907638.58,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
5,2010-08-06,303043.02,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
6,2010-08-06,1633241.59,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
7,2010-08-06,643854.17,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
8,2010-08-06,893399.77,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
9,2010-08-06,522815.45,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
10,2010-08-06,1949236.09,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
11,2010-08-06,1369634.92,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
12,2010-08-06,967576.95,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
13,2010-08-06,1969121.45,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
14,2010-08-06,2219813.5000000005,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
15,2010-08-06,639651.24,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
16,2010-08-06,586936.45,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
17,2010-08-06,795301.1699999998,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
18,2010-08-06,1166117.85,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
19,2010-08-06,1492060.89,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
20,2010-08-06,1910177.3800000004,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
21,2010-08-06,739279.19,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
22,2010-08-06,1010326.14,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
23,2010-08-06,1417013.0700000003,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
24,2010-08-06,1442819.28,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
25,2010-08-06,699464.43,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
26,2010-08-06,1125329.7699999996,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
27,2010-08-06,1908036.68,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
28,2010-08-06,1523101.38,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
29,2010-08-06,519787.92999999993,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
30,2010-08-06,441407.06,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
31,2010-08-06,1352401.08,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
32,2010-08-06,1144552.09,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
33,2010-08-06,262789.95,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
34,2010-08-06,987435.35,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
35,2010-08-06,1180183.39,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
36,2010-08-06,467442.94,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
37,2010-08-06,508576.61999999994,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
38,2010-08-06,378574.44,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
39,2010-08-06,1409989.67,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
40,2010-08-06,1057295.87,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
41,2010-08-06,1338132.7200000002,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
42,2010-08-06,579544.21,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
43,2010-08-06,698536.0599999999,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
44,2010-08-06,296804.49,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
45,2010-08-06,746517.3200000002,86.1,2.627,0.0,0.0,0.0,0.0,0.0,212.0624447,6.496
1,2010-08-13,1508237.7600000002,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
2,2010-08-13,1895601.05,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
3,2010-08-13,339597.37999999995,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
4,2010-08-13,2007050.75,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
5,2010-08-13,286477.35,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
6,2010-08-13,1547654.9800000002,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
7,2010-08-13,598185.4,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
8,2010-08-13,867919.2100000002,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
9,2010-08-13,481897.98,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
10,2010-08-13,1962996.7,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
11,2010-08-13,1384339.1,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
12,2010-08-13,928264.4,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
13,2010-08-13,1877592.55,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
14,2010-08-13,2052984.8100000003,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
15,2010-08-13,622437.08,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
16,2010-08-13,543757.97,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
17,2010-08-13,759995.18,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
18,2010-08-13,1084722.78,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
19,2010-08-13,1418027.0799999996,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
20,2010-08-13,2071022.45,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
21,2010-08-13,793589.1799999998,87.41,2.692,0.0,0.0,0.0,0.0,0.0,212.1978889,6.496
